CRN,Sub,Num,Seq,Crd,Desc,Seats,Waitlist,Days,Time,Room,Faculty
80650,HIST,151,DH1,3,Honors:United States History I,24/25,0,MWSa,1000-1050,Beadle Hall 109,Abbey Shimer
77048,HIST,151,DT1,3,United States History I,0/25,0,,,,David Lynn Kenley
77848,HIST,151,DT2,3,United States History I,6/25,0,,,,
79613,HIST,151,DT3,3,United States History I,24/25,0,,,,
79221,HIST,358,D01,3,The United States Since 1941,10/13,0,TuTh,1300-1415,Kennedy Center 119,Kurt E Kemper
79222,HIST,358,DT1,3,The United States Since 1941,4/12,0,,,,Kurt E Kemper
71204,HON,102,DH1,1,Introduction to Honors,18/18,0,W,1400-1450,Ruth Habeger Science Center 132,Justin L Blessinger
71206,HON,102,DH2,1,Introduction to Honors,18/18,0,W,1200-1250,Ruth Habeger Science Center 132,Justin L Blessinger
76824,HON,102,DH3,1,Introduction to Honors,18/18,0,F,1200-1250,Ruth Habeger Science Center 132,Justin L Blessinger
80829,HON,202,DH1,1,Intermediate Honors Seminar,9/25,0,W,1200-1250,Beadle Hall 206,Bethany R Lutovsky
80830,HON,202,DH2,1,Intermediate Honors Seminar,16/25,0,F,1200-1250,Beadle Hall 206,Bethany R Lutovsky
76825,HON,392,DH1,1,ST: Thesis Discovery,0/18,0,M,1200-1250,Ruth Habeger Science Center 132,
71177,INED,211,D01,3,South Dakota American Indian Culture and Education,22/25,0,MWF,1000-1050,Kennedy Center 120,Betsy Lea Schamber
71214,INED,211,DT1,3,South Dakota American Indian Culture and Education,18/25,0,,,,Betsy Lea Schamber
79813,INED,211,DT2,3,South Dakota American Indian Culture and Education,11/25,0,,,,Betsy Lea Schamber
75755,INFA,701,DT1,3,Principles of Information Assurance,23/25,0,,,,
79118,INFA,702,D01,3,Introduction to Data Privacy,22/25,0,TuTh,1600-1715,East Hall 010,Quentin Michael Covert
76850,INFA,702,DT1,3,Introduction to Data Privacy,6/25,0,,,,Quentin Michael Covert
77945,INFA,702,DT2,3,Introduction to Data Privacy,24/25,0,,,,Milinda Rambel-Stone
79129,INFA,702,DT3,3,Introduction to Data Privacy,23/25,0,,,,Milinda Rambel-Stone
71216,INFA,713,D01,3,Managing Security Risks,12/25,0,TuTh,0800-0915,East Hall 108,Chad R Fenner
71218,INFA,713,DT1,3,Managing Security Risks,0/25,1,,,,Chad R Fenner
76851,INFA,713,DT2,3,Managing Security Risks,0/25,1,,,,Chad R Fenner
81243,INFA,713,DT3,3,Managing Security Risks,22/25,0,,,,Milinda Rambel-Stone
71219,INFA,720,DT1,3,Incident Response,12/25,0,,,,Ken Klinner
76852,INFA,722,DT1,3,Data Privacy Management,14/25,0,,,,
79126,INFA,723,DT1,3,Cryptography,18/25,0,,,,Jason S Jenkins
75404,INFA,730,DT1,1,Physical Security,11/25,0,,,,
75405,INFA,731,DT1,1,Personnel Security,15/25,0,,,,
75406,INFA,733,DT1,1,Vendor Management,12/25,0,,,,
71220,INFA,735,DT1,3,Offensive Security,14/25,0,,,,Tyler Jerome Flaagan
71221,INFA,751,D01,3,Wireless Security,16/25,0,TuTh,1300-1415,East Hall 201,Oswald Regis Oswald Adohinzin
71223,INFA,751,DT1,3,Wireless Security,0/25,1,,,,Oswald Regis Oswald Adohinzin
74995,INFA,751,DT2,3,Wireless Security,6/25,0,,,,
81244,INFA,751,DT3,3,Wireless Security,23/25,0,,,,Oswald Regis Oswald Adohinzin
79128,INFA,754,D01,3,Network Security Monitoring and Intrusion Detection,22/25,0,TuTh,1430-1545,Beacom Institute of Technology 233,Kyle Ronald Korman
71224,INFA,754,DT1,3,Network Security Monitoring and Intrusion Detection,0/25,0,,,,Kyle Ronald Korman
76853,INFA,754,DT2,3,Network Security Monitoring and Intrusion Detection,24/25,0,,,,Kyle Ronald Korman
75175,INFS,601,D01,3,Information Systems,23/25,0,Tu,1500-1730,Tunheim Classroom Building 109,Insu Park
71225,INFS,601,DT1,3,Information Systems,22/25,0,,,,Insu Park
71234,INFS,605,D01,3,Foundations of Programming,24/25,0,Tu,1100-1330,Tunheim Classroom Building 109,Mohammad Tafiqur Rahman
71236,INFS,605,DT1,3,Foundations of Programming,21/25,0,,,,Mohammad Tafiqur Rahman
71238,INFS,608,D01,3,Applied Statistics,24/25,0,W,1500-1730,Tunheim Classroom Building 109,Ganga Prasad Basyal
71240,INFS,608,DT1,3,Applied Statistics,20/25,0,,,,Ganga Prasad Basyal
71243,INFS,614,D01,3,Introduction to Research,24/25,0,W,1400-1450,East Hall 201,Omar F El-Gayar
71245,INFS,614,DT1,3,Introduction to Research,19/25,0,,,,Omar F El-Gayar
71246,INFS,720,D01,3,System Analysis and Design Using Case Tools,25/25,0,M,0900-1130,Tunheim Classroom Building 109,Insu Park
71247,INFS,720,DT1,3,System Analysis and Design Using Case Tools,24/25,0,,,,Insu Park
75176,INFS,724,D01,3,Project & Change Management,25/25,0,Th,1100-1330,Tunheim Classroom Building 109,Cherie B Noteboom
71431,INFS,724,DT1,3,Project & Change Management,5/25,0,,,,Cherie B Noteboom
71436,INFS,760,D01,3,Enterprise Modeling and Data Management,23/25,0,M,1500-1730,East Hall 217,Jun Liu
71437,INFS,760,DT1,3,Enterprise Modeling and Data Management,21/25,0,,,,Jun Liu
71441,INFS,762,D01,3,Data Warehousing & Data Mining,24/25,0,Tu,1300-1530,Kennedy Center 122,Jun Liu
71443,INFS,762,DT1,3,Data Warehousing & Data Mining,19/25,0,,,,Jun Liu
71453,INFS,768,D01,3,Predictive Analytics for Decision Making,22/25,0,Th,1300-1530,Tunheim Classroom Building 111,Andy Behrens
71454,INFS,768,DT1,3,Predictive Analytics for Decision Making,17/25,0,,,,Andy Behrens
78028,INFS,784,D01,3,Artificial Intelligence Applications,23/25,0,Tu,1300-1530,Tunheim Classroom Building 111,David Zeng
78029,INFS,784,DT1,3,Artificial Intelligence Applications,11/25,0,,,,David Zeng
76195,INFS,794,DZ1,3,Internship,5/5,0,,,,
71456,INFS,805,D01,3,Design Research Methods,23/25,0,W,1200-1250,East Hall 201,Omar F El-Gayar
71457,INFS,805,DT1,3,Design Research Methods,15/25,0,,,,Omar F El-Gayar
71458,INFS,810,D01,3,Qualitative Research Methods,23/25,0,M,1500-1730,Tunheim Classroom Building 109,Insu Park
71459,INFS,810,DT1,3,Qualitative Research Methods,11/25,0,,,,Insu Park
75711,INFS,830,D01,3,Decision Support Systems,25/25,0,W,1500-1730,East Hall 201,Jun Liu
71462,INFS,830,DT1,3,Decision Support Systems,21/25,0,,,,Jun Liu
71464,INFS,890,D01,1,Seminar,19/25,0,W,1100-1150,East Hall 201,Insu Park
71465,INFS,890,DT1,1,Seminar,8/25,0,,,,Insu Park
78106,INFS,898D,DT1,1 TO 12,Dissertation,4/5,0,,,,Insu Park
80936,INFS,898D,DT2,1 TO 12,Dissertation,4/5,0,,,,Cherie B Noteboom
80970,INFS,898D,DT3,1 TO 12,Dissertation,4/5,0,,,,Omar F El-Gayar
72790,LIBM,205,D02,2,Children's Literature,24/25,0,TuTh,0830-0920,Kennedy Center 120,Jennifer Ann Munger
80652,MCOM,161,DT1,3,Graphic Communication,22/24,0,,,,Tim Murray
79223,MCOM,351,D01,3,Web Design,15/20,0,TuTh,0800-0915,Beadle Hall 108,Tim Murray
81268,MCOM,351,DT1,3,Web Design,14/15,0,,,,Tim Murray
73949,MCOM,362,D01,3,Digital Typography,16/20,0,TuTh,1600-1715,Beadle Hall 108,Tim Murray
74418,MATH,101,D01,3,Intermediate Algebra,32/35,0,MWF,0900-0950,Ruth Habeger Science Center 113,Kim Jones
76220,MATH,101,DT1,3,Intermediate Algebra,34/35,0,,,,
76221,MATH,103,DT1,3,Mathematical Reasoning,32/35,0,,,,
74446,MATH,114,D01,3,College Algebra,34/35,0,MWF,1400-1450,Ruth Habeger Science Center 135,Rich I Avery
74447,MATH,114,D02,3,College Algebra,27/35,0,MWF,1000-1050,Ruth Habeger Science Center 113,Rich I Avery
77192,MATH,114,D03,3,College Algebra,32/35,0,TuTh,0930-1045,Ruth Habeger Science Center 114,
74448,MATH,114,D04,3,College Algebra,34/35,0,TuTh,1100-1215,Ruth Habeger Science Center 113,
74449,MATH,114,DT1,3,College Algebra,16/35,0,,,,
74982,MATH,114,DT2,3,College Algebra,33/35,0,,,,
80700,MATH,114,DT3,3,College Algebra,35/35,0,,,,
74424,MATH,120,D01,3,Trigonometry,31/35,0,TuTh,1100-1215,Ruth Habeger Science Center 114,Kim Jones
80701,MATH,120,DT1,3,Trigonometry,27/35,0,,,,
74426,MATH,121,DT1,4,Survey of Calculus,9/50,0,,,,Rich I Avery
74428,MATH,123,D01,4,Calculus I,7/20,0,MTuWF,1300-1350,Beadle Hall 205,Rich I Avery
80694,MATH,123,DT1,4,Calculus I,12/20,0,,,,Paul T LeVan
74431,MATH,201,D01,3,Introduction to Discrete Mathematics,18/20,0,MWF,0900-0950,Ruth Habeger Science Center 114,
74432,MATH,201,D02,3,Introduction to Discrete Mathematics,15/20,0,MWF,1000-1050,Ruth Habeger Science Center 114,
75741,MATH,201,D04,3,Introduction to Discrete Mathematics,17/20,0,MWF,1100-1150,Ruth Habeger Science Center 114,Hannah L Altmann
75740,MATH,201,D05,3,Introduction to Discrete Mathematics,19/20,0,MWF,1400-1450,Ruth Habeger Science Center 114,Justin Z Schroeder
79237,MATH,201,D06,3,Introduction to Discrete Mathematics,20/20,0,MWF,1400-1450,Beadle Hall 206,Hannah L Altmann
74435,MATH,201,DT1,3,Introduction to Discrete Mathematics,35/50,0,,,,Rich I Avery
74438,MATH,281,D01,3,Introduction to Statistics,17/35,0,TuTh,1300-1415,Tunheim Classroom Building 203,Paul T LeVan
76222,MATH,281,DH1,3,Honors: Intro to Statistics,25/30,0,TuTh,1100-1215,Ruth Habeger Science Center 121,Richard K Wicklein
79233,MATH,281,DT1,3,Introduction to Statistics,17/30,0,,,,Richard K Wicklein
72792,MATH,282,D01,3,Mathematics of Games,12/22,0,MWF,0900-0950,Ruth Habeger Science Center 121,Justin Z Schroeder
80693,MATH,315,DT1,3,Linear Algebra,14/20,0,,,,Hannah L Altmann
72795,MATH,316,D01,3,Discrete Mathematics,5/20,0,MWF,1100-1150,Ruth Habeger Science Center 121,Justin Z Schroeder
77191,MATH,316,D02,3,Discrete Mathematics,12/20,0,MWF,0900-0950,Beadle Hall 006,Hannah L Altmann
72797,MATH,316,DT1,3,Discrete Mathematics,13/20,0,,,,Justin Z Schroeder
72802,MATH,341,D01,3,Math Concepts for Teachers I,22/30,0,TuTh,0800-0915,Ruth Habeger Science Center 113,Kim Jones
72808,MATH,341,DT1,3,Math Concepts for Teachers I,19/30,0,,,,Kim Jones
72809,MATH,342,DT1,3,Math Concepts for Teachers II,17/30,0,,,,Kim Jones
77874,MATH,381,DT1,3,Introduction to Probability and Statistics,10/25,0,,,,Richard K Wicklein
80698,MATH,413,D01,3,Abstract Algebra I,14/20,0,TuTh,1300-1415,Ruth Habeger Science Center 113,Richard K Wicklein
80699,MATH,413,DT1,3,Abstract Algebra I,14/20,0,,,,Richard K Wicklein
80695,MATH,437,D01,3,Post-Quantum Cryptography,3/20,0,MWF,1400-1450,Ruth Habeger Science Center 113,Paul T LeVan
80696,MATH,437,DT1,3,Post-Quantum Cryptography,16/20,0,,,,Paul T LeVan
81110,MATH,513,DT1,3,Abstract Algebra I,10/10,0,,,,Richard K Wicklein
80697,MATH,537,DT1,3,Post-Quantum Cryptography,18/20,0,,,,Paul T LeVan
73954,MUS,100,D01,3,Music Appreciation,19/30,0,Tu,1100-1215,Ruth Habeger Science Center 135,Kai Nunnery
78311,MUS,100,D02,3,Music Appreciation,21/30,0,MWF,1100-1150,Beadle Hall 006,Tate Allen Carson
74761,MUS,100,DH1,3,Honors: Music Appreciation,21/30,0,TuTh,1300-1415,Ruth Habeger Science Center 135,Daniel Gerald Spencer
77086,MUS,100,DT1,3,Music Appreciation,10/30,0,,,,Kai Nunnery
80653,MUS,100,DT2,3,Music Appreciation,28/30,0,,,,Daniel Gerald Spencer
73955,MUS,108,D01,3,Musicianship I,15/18,0,TuTh,1600-1715,Tunheim Classroom Building 209,Kai Nunnery
73956,MUS,204,D01,3,Introduction to Digital Sound Design,13/18,0,TuTh,1300-1415,Tunheim Classroom Building 209,Kai Nunnery
80974,MUEN,122,D01,0 OR 1,Concert Band,17/20,0,,,,Kai Nunnery
77198,PHIL,100,D01,3,Introduction to Philosophy,10/24,0,TuTh,0930-1045,Beadle Hall 303,Daniel Gerald Spencer
76713,PHIL,100,DT1,3,Introduction to Philosophy,10/25,0,,,,Daniel Gerald Spencer
79614,PHIL,200,DT1,3,Introduction to Logic,14/30,0,,,,
76849,PE,100,DT1,1,Personal Fitness,23/25,0,,,,Stacy Lynn Anderson
73958,PE,207,D01,1,Professional Preparation  Strength Training,0/25,1,MW,1300-1350,Zimmermann Hall 001A,
75303,PE,300,D01,3,Applied Sport and Exercise Science,13/25,0,TuTh,0930-1045,Kennedy Center 123,Scott Wayne Klungseth
75761,PE,341,D01,3,Curriculum Development and Evaluation,18/25,0,TuTh,0800-0915,Kennedy Center 122,Stacy Lynn Anderson
77111,PE,352,DT1,3,Adapted Physical Education,20/25,0,,,,Stacy Lynn Anderson
74439,PE,354,D01,3,Prevention and Care of Athletic Injuries,6/25,0,TuTh,1100-1215,Kennedy Center 122,Stacy Lynn Anderson
74047,PE,453,DT1,3,Sport Psychology,9/25,0,,,,Scott Wayne Klungseth
74048,PHYS,111,D01,3,Introduction to Physics I,20/48,0,MWF,1300-1350,Ruth Habeger Science Center 135,Peng Guo
74049,PHYS,111L,D01,1,Introduction to Physics I Laboratory,7/24,0,Th,1300-1450,Ruth Habeger Science Center 143,Peng Guo
74050,PHYS,111L,D02,1,Introduction to Physics I Laboratory,12/24,0,Th,1030-1225,Ruth Habeger Science Center 143,Peng Guo
74051,PHYS,185,D01,2,Solar System Astronomy,11/24,0,MW,1400-1450,Ruth Habeger Science Center 143,
74052,PHYS,185L,D01,1,Solar System Astronomy Lab,11/24,0,F,1400-1550,Ruth Habeger Science Center 143,
74053,PHYS,498,D01,1 TO 12,Research,10/10,0,,,,Peng Guo
80654,POLS,100,DT1,3,American Government,22/25,0,,,,Abbey Shimer
73309,POLS,350,D01,3,International Relations,9/13,0,TuTh,0930-1045,Beadle Hall 304,Bill Bendix
73310,POLS,350,DT1,3,International Relations,5/12,0,,,,Bill Bendix
80973,POLS,492,DT1,3,Top: Great Power Comp in Cyber,9/10,0,,,,
73311,PSYC,101,D01,3,General Psychology,17/25,0,MWF,0900-0950,Kennedy Center 104,Julia Price-Lee
80691,PSYC,101,D02,3,General Psychology,21/25,0,MWF,1400-1450,Kennedy Center 104,Julia Price-Lee
73313,PSYC,101,DT1,3,General Psychology,20/25,0,,,,
80690,PSYC,101,DT2,3,General Psychology,25/25,0,,,,
73940,SEED,295,DZ2,1,Practicum: Pre-Admission,6/10,0,,,,Cotton S Koch
73529,SEED,302,D01,2,Sec/Mid Content Area: PE,20/25,0,MW,1000-1050,Kennedy Center 123,Stacy Lynn Anderson
73566,SEED,302,D03,2,Sec/Mid Content Area: Math,9/10,0,MW,0800-0850,Kennedy Center 105,Kevin D Smith
75762,SEED,302,DT1,2,Sec/Mid Content Area: Biology,24/25,0,,,,Jennifer Mae Nash
78105,SEED,302,DT2,3,Sec/Mid Content Area: English,25/25,0,,,,William Christopher Sewell
73567,SEED,302,DT3,2,Sec/Mid Content Area: Comp/Bus,24/25,0,,,,
73568,SEED,303,D01,1,Sec/Mid Content Area: Math,15/15,0,F,0800-0850,Kennedy Center 105,Kevin D Smith
75474,SEED,440,DT1,2,Classroom Management,25/25,0,,,,Jennifer Ann Munger
73570,SEED,450,DT1,3,Reading and Content Literacy,19/25,0,,,,
73572,SEED,488,DZ1,2 TO 16,7-12 Student Teaching,23/25,0,,,,Nicole Marie Steele
73573,SEED,495,DZ1,1 TO 3,Pract:Pre-Student Tchg (OSEC),25/25,0,,,,Nicole Marie Steele
73575,SOC,100,D01,3,Introduction to Sociology,19/25,0,TuTh,1300-1415,Beadle Hall 206,Viki R Johnson
73577,SOC,100,D02,3,Introduction to Sociology,17/25,0,TuTh,1100-1215,Beadle Hall 206,Viki R Johnson
73579,SOC,100,DT1,3,Introduction to Sociology,30/30,0,,,,
75739,SOC,240,DT1,3,The Sociology of Rural America,26/30,0,,,,
73587,SOC,285,DT1,3,Society and Technology,19/30,0,,,,
77850,SOC,370,DT1,3,People and Their Cultures,8/25,0,,,,Viki R Johnson
76002,SOC,492,DT1,3,ST: Society and Education,15/18,0,,,,Viki R Johnson
73589,SPAN,101,DT1,4,Introductory Spanish I,19/30,0,,,,
73846,SPED,100,DT1,3,Introduction to Persons With Exceptionalities,24/25,0,,,,Sandi Steinhoff-Muller
73847,SPED,100,DT2,3,Introduction to Persons With Exceptionalities,19/25,0,,,,Sandi Steinhoff-Muller
76215,SPED,410,DT1,3,Behavior Management of Exceptional Children,3/25,0,,,,Jennifer Ann Munger
77925,SPED,413,DT1,3,Serving Students with Severe Disabilities,10/25,0,,,,Sandi Steinhoff-Muller
79493,SPED,417,D01,3,Vocational-Transitional Programming,22/25,0,TuTh,1100-1215,Kennedy Center 105,Sandi Steinhoff-Muller
75311,SPED,417,DT1,3,Vocational-Transitional Programming,3/25,0,,,,Sandi Steinhoff-Muller
78439,SPED,417,DT2,3,Vocational-Transitional Programming,17/25,0,,,,Sandi Steinhoff-Muller
75306,SPED,431,D01,3,Identification and Assessment in Special Education,16/25,0,TuTh,0930-1045,Kennedy Center 120,Jennifer Ann Munger
75749,SPED,431,DT1,3,Identification and Assessment in Special Education,1/25,0,,,,Jennifer Ann Munger
79499,SPED,431,DT2,3,Identification and Assessment in Special Education,13/25,0,,,,Jennifer Ann Munger
79676,SPED,442,D01,2,Serving Students With Learning Disabilities,24/25,0,TuTh,,,Jennifer Ann Munger
78365,SPED,442,DT1,2,Serving Students With Learning Disabilities,20/25,0,,,,Jennifer Ann Munger
79677,SPED,443,D01,1,Serving Students With Learning Disabilities Practicum,24/25,0,TuTh,,,Jennifer Ann Munger
78366,SPED,443,DZ1,1,Serving Students With Learning Disabilities Practicum,19/25,0,,,,Jennifer Ann Munger
79494,SPED,460,D01,3,Family Systems and Professional Collaboration,8/25,0,TuTh,1230-1345,Kennedy Center 105,Sandi Steinhoff-Muller
74225,SPED,460,DT1,3,Family Systems and Professional Collaboration,0/25,2,,,,Sandi Steinhoff-Muller
73848,SPED,465,DT1,3,Computer Applications Special Education,18/25,0,,,,Megan Nicole Schuh
73849,SPED,488,DZ1,1 TO 16,Student Teaching in Special Education,10/10,0,,,,Nicole Marie Steele
76177,THEA,201,D01,3,Film Appreciation,9/30,0,MWF,0900-0950,Beadle Hall 206,Kelly D MacLeod
77085,THEA,201,DT1,3,Film Appreciation,0/30,1,,,,Joseph A Staudenbaur
76828,THEA,272,D01,1,Drama Activities,24/25,0,,,,Kelly D MacLeod
